Acronym,RGB Triplet,RGB Triplet,red,green,blue,Hexidecimal,Graph ID,Graph Order,ID,ID16,Name,Structure ID Path,Structure ID Path16,Parent ID,Parent ID16,Source,,,
PTg,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1542,17009,17009,posterior tegmental nucleus,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17009/,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17009/,17004,17004,Allen,,,
r1PMnR,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1543,17010,17010,r1 part of paramedian raphe nucleus,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17010/,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17010/,17004,17004,Allen,,,
r1MnR,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1544,17011,17011,r1 part of median raphe nucleus,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17011/,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17011/,17004,17004,Allen,,,
r1BMRt,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1545,17012,17012,r1 part of basomedial reticular formation,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17012/,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17012/,17004,17004,Allen,,,
IPR,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1547,17014,17014,rostral interpeduncular nucleus,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17014/,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17014/,17013,17013,Allen,,,
IPC,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1551,17018,17018,caudal interpeduncular nucleus,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17018/,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17018/,17013,17013,Allen,,,
IPDM,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1548,17015,17015,dorsomedial interpeduncular nucleus,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17014/17015/,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17014/17015/,17014,17014,Allen,,,
IPDL,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1549,17016,17016,dorsolateral interpeduncular nucleus,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17014/17016/,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17014/17016/,17014,17014,Allen,,,
IPRL,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1550,17017,17017,rostrolateral interpeduncular nucleus,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17014/17017/,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17014/17017/,17014,17014,Allen,,,
IPCDM,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1552,17019,17019,caudodorsomedial interpeduncular nucleus,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17018/17019/,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17018/17019/,17018,17018,Allen,,,
IPCDL,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1553,17020,17020,caudodorsolateral interpeduncular nucleus,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17018/17020/,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17018/17020/,17018,17018,Allen,,,
IPCL,"[214,84,230]","214,84,230",214,84,230,D654E6,17,1554,17021,17021,caudolateral interpeduncular nucleus,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17018/17021/,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17018/17021/,17018,17018,Allen,,,
r1Fv,"[155,60,166]","155,60,166",155,60,166,9B3CA6,17,1556,112892323,22323,ventricular zone of r1F,/15564/15565/16808/16809/16915/17022/112892323/,/15564/15565/16808/16809/16915/17022/22323/,17022,17022,Allen,,,
r1Fm,"[190,74,204]","190,74,204",190,74,204,BE4ACC,17,1557,112892325,22325,mantle zone of r1F,/15564/15565/16808/16809/16915/17022/112892325/,/15564/15565/16808/16809/16915/17022/22325/,17022,17022,Allen,,,
r2R,"[243,164,255]","243,164,255",243,164,255,F3A4FF,17,1564,17024,17024,r2 roof plate,/15564/15565/16808/16809/17023/17024/,/15564/15565/16808/16809/17023/17024/,17023,17023,Allen,,,
r2A,"[238,128,255]","238,128,255",238,128,255,EE80FF,17,1565,17025,17025,r2 alar plate,/15564/15565/16808/16809/17023/17025/,/15564/15565/16808/16809/17023/17025/,17023,17023,Allen,,,
r2B,"[202,109,217]","202,109,217",202,109,217,CA6DD9,17,1607,17053,17053,r2 basal plate,/15564/15565/16808/16809/17023/17053/,/15564/15565/16808/16809/17023/17053/,17023,17023,Allen,,,
r2F,"[167,90,179]","167,90,179",167,90,179,A75AB3,17,1649,17091,17091,r2 floor plate,/15564/15565/16808/16809/17023/17091/,/15564/15565/16808/16809/17023/17091/,17023,17023,Allen,,,
r2Av,"[238,128,255]","238,128,255",238,128,255,EE80FF,17,1566,111220646,20646,ventricular zone of r2A,/15564/15565/16808/16809/17023/17025/111220646/,/15564/15565/16808/16809/17023/17025/20646/,17025,17025,Allen,,,
r2Am,"[242,158,255]","242,158,255",242,158,255,F29EFF,17,1567,111220648,20648,mantle zone of r2A,/15564/15565/16808/16809/17023/17025/111220648/,/15564/15565/16808/16809/17023/17025/20648/,17025,17025,Allen,,,
r2Co,"[238,128,255]","238,128,255",238,128,255,EE80FF,17,1568,17026,17026,r2 part of cochlear sensory column,/15564/15565/16808/16809/17023/17025/17026/,/15564/15565/16808/16809/17023/17025/17026/,17025,17025,Allen,,,
r2Ve,"[238,128,255]","238,128,255",238,128,255,EE80FF,17,1576,17031,17031,r2 part of vestibular sensory column,/15564/15565/16808/16809/17023/17025/17031/,/15564/15565/16808/16809/17023/17025/17031/,17025,17025,Allen,,,
r2Tr,"[238,128,255]","238,128,255",238,128,255,EE80FF,17,1584,17036,17036,r2 part of trigeminal sensory column,/15564/15565/16808/16809/17023/17025/17036/,/15564/15565/16808/16809/17023/17025/17036/,17025,17025,Allen,,,
r2Lim,"[238,128,255]","238,128,255",238,128,255,EE80FF,17,1593,17042,17042,liminal part of r2 alar plate,/15564/15565/16808/16809/17023/17025/17042/,/15564/15565/16808/16809/17023/17025/17042/,17025,17025,Allen,,,
r2Cov,"[238,128,255]","238,128,255",238,128,255,EE80FF,17,1569,17027,17027,ventricular zone of r2Co,/15564/15565/16808/16809/17023/17025/17026/17027/,/15564/15565/16808/16809/17023/17025/17026/17027/,17026,17026,Allen,,,
r2Com,"[242,158,255]","242,158,255",242,158,255,F29EFF,17,1570,17028,17028,mantle zone of r2Co,/15564/15565/16808/16809/17023/17025/17026/17028/,/15564/15565/16808/16809/17023/17025/17026/17028/,17026,17026,Allen,,,
r2Cop,"[242,158,255]","242,158,255",242,158,255,F29EFF,17,1571,111220650,20650,periventricular stratum of r2Co,/15564/15565/16808/16809/17023/17025/17026/17028/111220650/,/15564/15565/16808/16809/17023/17025/17026/17028/20650/,17028,17028,Allen,,,
r2Coi,"[242,158,255]","242,158,255",242,158,255,F29EFF,17,1573,111220652,20652,intermediate stratum of r2Co,/15564/15565/16808/16809/17023/17025/17026/17028/111220652/,/15564/15565/16808/16809/17023/17025/17026/17028/20652/,17028,17028,Allen,,,
r2Cos,"[242,158,255]","242,158,255",242,158,255,F29EFF,17,1574,111220654,20654,superficial stratum of r2Co,/15564/15565/16808/16809/17023/17025/17026/17028/111220654/,/15564/15565/16808/16809/17023/17025/17026/17028/20654/,17028,17028,Allen,,,
r2Vev,"[238,128,255]","238,128,255",238,128,255,EE80FF,17,1577,17032,17032,ventricular zone of r2Ve,/15564/15565/16808/16809/17023/17025/17031/17032/,/15564/15565/16808/16809/17023/17025/17031/17032/,17031,17031,Allen,,,
r2Vem,"[242,158,255]","242,158,255",242,158,255,F29EFF,17,1578,17033,17033,mantle zone of r2Ve,/15564/15565/16808/16809/17023/17025/17031/17033/,/15564/15565/16808/16809/17023/17025/17031/17033/,17031,17031,Allen,,,
r2Vep,"[242,158,255]","242,158,255",242,158,255,F29EFF,17,1579,111220656,20656,periventricular stratum of r2Ve,/15564/15565/16808/16809/17023/17025/17031/17033/111220656/,/15564/15565/16808/16809/17023/17025/17031/17033/20656/,17033,17033,Allen,,,
r2Vei,"[242,158,255]","242,158,255",242,158,255,F29EFF,17,1581,111220658,20658,intermediate stratum of r2Ve,/15564/15565/16808/16809/17023/17025/17031/17033/111220658/,/15564/15565/16808/16809/17023/17025/17031/17033/20658/,17033,17033,Allen,,,
r2Ves,"[242,158,255]","242,158,255",242,158,255,F29EFF,17,1583,111220660,20660,superficial stratum of r2Ve,/15564/15565/16808/16809/17023/17025/17031/17033/111220660/,/15564/15565/16808/16809/17023/17025/17031/17033/20660/,17033,17033,Allen,,,
r2Trv,"[238,128,255]","238,128,255",238,128,255,EE80FF,17,1585,17037,17037,ventricular zone of r2Tr,/15564/15565/16808/16809/17023/17025/17036/17037/,/15564/15565/16808/16809/17023/17025/17036/17037/,17036,17036,Allen,,,
r2Trm,"[242,158,255]","242,158,255",242,158,255,F29EFF,17,1586,17038,17038,mantle zone of r2Tr,/15564/15565/16808/16809/17023/17025/17036/17038/,/15564/15565/16808/16809/17023/17025/17036/17038/,17036,17036,Allen,,,
r2Trp,"[242,158,255]","242,158,255",242,158,255,F29EFF,17,1587,111220662,20662,periventricular stratum of r2Tr,/15564/15565/16808/16809/17023/17025/17036/17038/111220662/,/15564/15565/16808/16809/17023/17025/17036/17038/20662/,17038,17038,Allen,,,
r2Tri,"[242,158,255]","242,158,255",242,158,255,F29EFF,17,1588,111220664,20664,intermediate stratum of r2Tr,/15564/15565/16808/16809/17023/17025/17036/17038/111220664/,/15564/15565/16808/16809/17023/17025/17036/17038/20664/,17038,17038,Allen,,,
r2Trs,"[242,158,255]","242,158,255",242,158,255,F29EFF,17,1591,111220666,20666,superficial stratum of r2Tr,/15564/15565/16808/16809/17023/17025/17036/17038/111220666/,/15564/15565/16808/16809/17023/17025/17036/17038/20666/,17038,17038,Allen,,,
r2Limv,"[238,128,255]","238,128,255",238,128,255,EE80FF,17,1594,17043,17043,ventricular zone of r2Lim,/15564/15565/16808/16809/17023/17025/17042/17043/,/15564/15565/16808/16809/17023/17025/17042/17043/,17042,17042,Allen,,,
r2Limm,"[242,158,255]","242,158,255",242,158,255,F29EFF,17,1595,17044,17044,mantle zone of r2Lim,/15564/15565/16808/16809/17023/17025/17042/17044/,/15564/15565/16808/16809/17023/17025/17042/17044/,17042,17042,Allen,,,
r2Limp,"[242,158,255]","242,158,255",242,158,255,F29EFF,17,1596,111220668,20668,periventricular stratum of r2Lim,/15564/15565/16808/16809/17023/17025/17042/17044/111220668/,/15564/15565/16808/16809/17023/17025/17042/17044/20668/,17044,17044,Allen,,,
r2Limi,"[242,158,255]","242,158,255",242,158,255,F29EFF,17,1598,111220670,20670,intermediate stratum of r2Lim,/15564/15565/16808/16809/17023/17025/17042/17044/111220670/,/15564/15565/16808/16809/17023/17025/17042/17044/20670/,17044,17044,Allen,,,
r2Lims,"[242,158,255]","242,158,255",242,158,255,F29EFF,17,1600,111220672,20672,superficial stratum of r2Lim,/15564/15565/16808/16809/17023/17025/17042/17044/111220672/,/15564/15565/16808/16809/17023/17025/17042/17044/20672/,17044,17044,Allen,,,
r2-5M,"[242,158,255]","242,158,255",242,158,255,F29EFF,17,1601,17045,17045,r2 part of the trigeminal motor nucleus,/15564/15565/16808/16809/17023/17025/17042/17044/111220672/17045/,/15564/15565/16808/16809/17023/17025/17042/17044/20672/17045/,111220672,20672,Allen,,,
5Te,"[242,158,255]","242,158,255",242,158,255,F29EFF,17,1602,17046,17046,temporal muscle trigeminal motor cell group,/15564/15565/16808/16809/17023/17025/17042/17044/111220672/17045/17046/,/15564/15565/16808/16809/17023/17025/17042/17044/20672/17045/17046/,17045,17045,Allen,,,
5Ma,"[242,158,255]","242,158,255",242,158,255,F29EFF,17,1603,17047,17047,masseter muscle trigeminal motor cell group,/15564/15565/16808/16809/17023/17025/17042/17044/111220672/17045/17047/,/15564/15565/16808/16809/17023/17025/17042/17044/20672/17045/17047/,17045,17045,Allen,,,
5Pt,"[242,158,255]","242,158,255",242,158,255,F29EFF,17,1604,17048,17048,pterigoid muscle trigeminal motor cell group,/15564/15565/16808/16809/17023/17025/17042/17044/111220672/17045/17048/,/15564/15565/16808/16809/17023/17025/17042/17044/20672/17045/17048/,17045,17045,Allen,,,
5TT,"[242,158,255]","242,158,255",242,158,255,F29EFF,17,1605,17049,17049,temporotympanic muscle trigeminal motor cell group,/15564/15565/16808/16809/17023/17025/17042/17044/111220672/17045/17049/,/15564/15565/16808/16809/17023/17025/17042/17044/20672/17045/17049/,17045,17045,Allen,,,
r2Bv,"[202,109,217]","202,109,217",202,109,217,CA6DD9,17,1608,111220674,20674,ventricular zone of r2B,/15564/15565/16808/16809/17023/17053/111220674/,/15564/15565/16808/16809/17023/17053/20674/,17053,17053,Allen,,,
r2Bm,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1609,111220676,20676,mantle zone of r2B,/15564/15565/16808/16809/17023/17053/111220676/,/15564/15565/16808/16809/17023/17053/20676/,17053,17053,Allen,,,
r2BL,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1610,17054,17054,lateral part of r2B,/15564/15565/16808/16809/17023/17053/17054/,/15564/15565/16808/16809/17023/17053/17054/,17053,17053,Allen,,,
r2BI,"[202,109,217]","202,109,217",202,109,217,CA6DD9,17,1623,17066,17066,intermediate part of r2B,/15564/15565/16808/16809/17023/17053/17066/,/15564/15565/16808/16809/17023/17053/17066/,17053,17053,Allen,,,
r2BM,"[202,109,217]","202,109,217",202,109,217,CA6DD9,17,1637,17079,17079,medial part of r2B,/15564/15565/16808/16809/17023/17053/17079/,/15564/15565/16808/16809/17023/17053/17079/,17053,17053,Allen,,,
r2BLv,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1611,17055,17055,ventricular zone of r2BL,/15564/15565/16808/16809/17023/17053/17054/17055/,/15564/15565/16808/16809/17023/17053/17054/17055/,17054,17054,Allen,,,
r2BLm,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1612,17056,17056,mantle zone of r2BL,/15564/15565/16808/16809/17023/17053/17054/17056/,/15564/15565/16808/16809/17023/17053/17054/17056/,17054,17054,Allen,,,
r2BLp,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1613,17057,17057,periventricular stratum of r2BL,/15564/15565/16808/16809/17023/17053/17054/17056/17057/,/15564/15565/16808/16809/17023/17053/17054/17056/17057/,17056,17056,Allen,,,
r2BLi,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1615,17058,17058,intermediate stratum of r2BL,/15564/15565/16808/16809/17023/17053/17054/17056/17058/,/15564/15565/16808/16809/17023/17053/17054/17056/17058/,17056,17056,Allen,,,
r2BLs,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1618,17063,17063,superficial stratum of r2BL,/15564/15565/16808/16809/17023/17053/17054/17056/17063/,/15564/15565/16808/16809/17023/17053/17054/17056/17063/,17056,17056,Allen,,,
r2BLIZ,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1614,124372456,22456,r2 part of basolateral intermediate zone,/15564/15565/16808/16809/17023/17053/17054/17056/17057/124372456/,/15564/15565/16808/16809/17023/17053/17054/17056/17057/22456/,17057,17057,Allen,,,
r2SubC,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1616,17059,17059,r2 part of nucleus subcoeruleus,/15564/15565/16808/16809/17023/17053/17054/17056/17058/17059/,/15564/15565/16808/16809/17023/17053/17054/17056/17058/17059/,17058,17058,Allen,,,
r2BLRt,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1617,17062,17062,r2 part of basolateral reticular formation,/15564/15565/16808/16809/17023/17053/17054/17056/17058/17062/,/15564/15565/16808/16809/17023/17053/17054/17056/17058/17062/,17058,17058,Allen,,,
r2VLL,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1619,17064,17064,r2 part of ventral lateral lemniscal nucleus,/15564/15565/16808/16809/17023/17053/17054/17056/17063/17064/,/15564/15565/16808/16809/17023/17053/17054/17056/17063/17064/,17063,17063,Allen,,,
r2MPL,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1620,17060,17060,r2 part of medial paralemniscal nucleus,/15564/15565/16808/16809/17023/17053/17054/17056/17063/17060/,/15564/15565/16808/16809/17023/17053/17054/17056/17063/17060/,17063,17063,Allen,,,
r2LPL,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1621,17061,17061,r2 part of lateral paralemniscal nucleus,/15564/15565/16808/16809/17023/17053/17054/17056/17063/17061/,/15564/15565/16808/16809/17023/17053/17054/17056/17063/17061/,17063,17063,Allen,,,
B9,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1622,17065,17065,B9 serotonergic cell group,/15564/15565/16808/16809/17023/17053/17054/17056/17063/17065/,/15564/15565/16808/16809/17023/17053/17054/17056/17063/17065/,17063,17063,Allen,,,
r2BIv,"[202,109,217]","202,109,217",202,109,217,CA6DD9,17,1624,17067,17067,ventricular zone of r2BI,/15564/15565/16808/16809/17023/17053/17066/17067/,/15564/15565/16808/16809/17023/17053/17066/17067/,17066,17066,Allen,,,
r2BIm,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1625,17068,17068,mantle zone of r2BI,/15564/15565/16808/16809/17023/17053/17066/17068/,/15564/15565/16808/16809/17023/17053/17066/17068/,17066,17066,Allen,,,
r2BIp,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1626,17069,17069,periventricular stratum of r2BI,/15564/15565/16808/16809/17023/17053/17066/17068/17069/,/15564/15565/16808/16809/17023/17053/17066/17068/17069/,17068,17068,Allen,,,
r2BIi,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1631,17074,17074,intermediate stratum of r2BI,/15564/15565/16808/16809/17023/17053/17066/17068/17074/,/15564/15565/16808/16809/17023/17053/17066/17068/17074/,17068,17068,Allen,,,
r2BIs,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1635,17078,17078,superficial stratum of r2BI,/15564/15565/16808/16809/17023/17053/17066/17068/17078/,/15564/15565/16808/16809/17023/17053/17066/17068/17078/,17068,17068,Allen,,,
r2BICG,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1627,17070,17070,r2 part of central gray,/15564/15565/16808/16809/17023/17053/17066/17068/17069/17070/,/15564/15565/16808/16809/17023/17053/17066/17068/17069/17070/,17069,17069,Allen,,,
r2BIIZ,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1630,17073,17073,r2 part of BI intermediate zone,/15564/15565/16808/16809/17023/17053/17066/17068/17069/17073/,/15564/15565/16808/16809/17023/17053/17066/17068/17069/17073/,17069,17069,Allen,,,
r2CGB,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1628,17071,17071,r2 part of CG beta nucleus,/15564/15565/16808/16809/17023/17053/17066/17068/17069/17070/17071/,/15564/15565/16808/16809/17023/17053/17066/17068/17069/17070/17071/,17070,17070,Allen,,,
r2CGA,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1629,17072,17072,r2 part of CG alpha nucleus,/15564/15565/16808/16809/17023/17053/17066/17068/17069/17070/17072/,/15564/15565/16808/16809/17023/17053/17066/17068/17069/17070/17072/,17070,17070,Allen,,,
DMTg,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1632,17075,17075,dorsomedial tegmental nucleus,/15564/15565/16808/16809/17023/17053/17066/17068/17074/17075/,/15564/15565/16808/16809/17023/17053/17066/17068/17074/17075/,17074,17074,Allen,,,
r2BIRt,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1633,17076,17076,r2 part of basointermediate reticular formation,/15564/15565/16808/16809/17023/17053/17066/17068/17074/17076/,/15564/15565/16808/16809/17023/17053/17066/17068/17074/17076/,17074,17074,Allen,,,
r2PMnR,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1634,17077,17077,r2 part of paramedian raphe nucleus,/15564/15565/16808/16809/17023/17053/17066/17068/17074/17077/,/15564/15565/16808/16809/17023/17053/17066/17068/17074/17077/,17074,17074,Allen,,,
r2LPn,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1636,124372464,22464,r2 part of lateral pontine nuclei,/15564/15565/16808/16809/17023/17053/17066/17068/17078/124372464/,/15564/15565/16808/16809/17023/17053/17066/17068/17078/22464/,17078,17078,Allen,,,
r2BMv,"[202,109,217]","202,109,217",202,109,217,CA6DD9,17,1638,17080,17080,ventricular zone of r2BM,/15564/15565/16808/16809/17023/17053/17079/17080/,/15564/15565/16808/16809/17023/17053/17079/17080/,17079,17079,Allen,,,
r2BMm,"[214,115,230]","214,115,230",214,115,230,D673E6,17,1639,17081,17081,mantle zone of r2BM,/15564/15565/16808/16809/17023/17053/17079/17081/,/15564/15565/16808/16809/17023/17053/17079/17081/,17079,17079,Allen,,,
